0,2.8435e-14,0,-4.8148e-35,8.3524e-53,-1.7347e-18
-0.0010508,-0.015301,0.0061164,-2.0216e-05,-2.2185e-05,-2.3405e-06
0.0094627,-0.0041465,-0.021785,-0.00036605,-2.8401e-05,8.2678e-05
-0.0018082,-0.0052519,-0.030983,-0.00044869,-8.8122e-05,1.7674e-05
-0.00028283,0.043814,-0.088379,-0.0004283,-0.00033786,5.5658e-05
-0.0075931,-0.0090643,-0.065945,-4.5419e-05,-0.00033462,-5.5322e-05
-0.022082,0.0044333,-0.037605,-0.0001254,-0.00030727,1.6091e-05
-0.022746,0.035414,-0.082259,-0.00028097,-0.0006095,0.00014714
-0.015628,-0.034789,-0.040449,0.00031821,-0.00052284,0.00017984
-0.0048328,0.042281,-0.066022,-0.00032712,-0.00047777,0.00023927
-0.0056149,-0.014478,-0.041046,0.00020483,-0.00041335,0.00010909
-0.00021943,0.013564,-0.062361,8.4146e-05,-0.00032147,0.00043519
-0.003256,0.024387,-0.074752,0.00024007,-0.00041412,0.0005278
-0.0097888,0.00012134,-0.063663,0.00014655,-0.00051601,9.5373e-05
-0.016524,0.043128,-0.1046,3.5714e-05,-0.00062599,0.00026904
-0.014604,-0.022552,-0.071552,0.00040457,-0.00046972,0.00014321
-0.016352,-0.032513,-0.048161,0.00044604,-0.0003763,0.0001584
-0.018778,-0.00065505,-0.0671,-0.00016168,-0.00066954,0.00012138
-0.017347,-0.0019153,-0.067252,0.00015826,-0.00072372,0.00014893
-0.015904,-0.014615,-0.026729,0.00058905,-0.0002912,1.5564e-06
-0.0030788,0.044475,-0.096754,-1.0208e-05,-0.00055405,5.983e-05
-0.0057823,-0.036153,-0.059271,0.00027717,-0.00033972,-1.1815e-05
-0.0069228,0.012179,-0.073393,6.7934e-05,-0.00016165,0.00015587
-0.0030202,0.020648,-0.081578,0.00052481,-0.00019337,0.00016441
-0.0061345,-0.0068908,-0.077973,0.00041901,-0.00022735,3.8107e-05
0.0010113,0.013369,-0.12426,0.00021061,-0.0003008,0.0001705
0.011037,-0.043315,-0.052982,0.00078903,-7.1941e-05,-1.6574e-05
0.012505,-3.0311e-05,-0.07569,0.00055612,3.5912e-05,0.0001481
0.024274,-0.0045716,-0.062838,0.00084427,-9.8779e-05,-0.00014188
0.011729,-0.032004,-0.04238,0.001067,-0.0001214,-8.4885e-05
